Symbol,Fund Name,Asset Class,Mgmt Fee (%),AUM ($),Prev. Close ($),Avg Daily Vol (30D),Inception Date
ZWQT,BMO Global Enhanced Income Fund,Equity,-,20628610,,8307,-
ZWS,BMO US High Dividend Covered Call Hedged to CAD ETF,Equity,-,123367528.00000001,,29938,-
ZWS.T,BMO US High Dividend Covered Call Hedged to CAD ETF,Equity,-,1120000,,280,-
ZWT,BMO Covered Call Technology ETF,Equity,-,190681450,,27620,-
ZWT.T,BMO Covered Call Technology ETF,Equity,-,1116250,,750,-
ZWU,BMO Covered Call Utilities ETF,Equity,-,2141302310,,822832,-
ZWU.T,BMO Covered Call Utilities ETF,Equity,-,2649000,,241,-
ZXCO,BMO Target 2027 Canadian Corporate Bond ETF,Fixed Income,-,9081010.09,,5408,-
ZXCP,BMO Target 2028 Canadian Corporate Bond ETF,Fixed Income,-,7567510.09,,4108,-
ZXCQ,BMO Target 2029 Canadian Corporate Bond ETF,Fixed Income,-,9614010.12,,3295,-
ZXLB,BMO SPDR Materials Select Sector Index ETF,Equity,-,14995781.57,,14820,-
ZXLB.F,BMO SPDR Materials Select Sector Index ETF,Equity,-,2472782.9699999997,,555,-
ZXLC,BMO SPDR Communication Services Select Sector Index ETF,Equity,-,9495031.65,,4265,-
ZXLC.F,BMO SPDR Communication Services Select Sector Index ETF,Equity,-,4201283.61,,476,-
ZXLE,BMO SPDR Energy Select Sector Index ETF,Equity,-,8025785.67,,7560,-
ZXLE.F,BMO SPDR Energy Select Sector Index ETF,Equity,-,10414287.87,,2446,-
ZXLF,BMO SPDR Financials Select Sector Index ETF,Equity,-,6895027.579999999,,7599,-
ZXLF.F,BMO SPDR Financials Select Sector Index ETF,Equity,-,4422029.48,,1239,-
ZXLI,BMO SPDR Industrials Select Sector Index ETF,Equity,-,29333534.509999998,,23149,-
ZXLI.F,BMO SPDR Industrials Select Sector Index ETF,Equity,-,8217036.5200000005,,1730,-
ZXLK,BMO SPDR Technology Select Sector Index ETF,Equity,-,14573284.29,,14954,-
ZXLK.F,BMO SPDR Technology Select Sector Index ETF,Equity,-,4451285.61,,2705,-
ZXLP,BMO SPDR Consumer Staples Select Sector Index ETF,Equity,-,15260030.52,,35436,-
ZXLP.F,BMO SPDR Consumer Staples Select Sector Index ETF,Equity,-,3159031.59,,261,-
ZXLR,BMO SPDR Real Estate Select Sector Index ETF,Equity,-,1462529.25,,105,-
ZXLR.F,BMO SPDR Real Estate Select Sector Index ETF,Equity,-,1524530.49,,124,-
ZXLU,BMO SPDR Utilities Select Sector Index ETF,Equity,-,29627533.86,,8590,-
ZXLU.F,BMO SPDR Utilities Select Sector Index ETF,Equity,-,57980035.68,,2679,-
ZXLV,BMO SPDR Health Care Select Sector Index ETF,Equity,-,16790029.2,,9072,-
ZXLV.F,BMO SPDR Health Care Select Sector Index ETF,Equity,-,3032030.32,,706,-
ZXLY,BMO SPDR Consumer Discretionary Select Sector Index ETF,Equity,-,5606028.03,,6151,-
ZXLY.F,BMO SPDR Consumer Discretionary Select Sector Index ETF,Equity,-,4413029.42,,587,-
ZXM,CI Morningstar International Momentum Index ETF,Equity,-,53271896.86,,4094,-
ZXM.B,CI Morningstar International Momentum Index ETF,Equity,-,27547443,,2531,-
ZZZD,BMO Tactical Dividend ETF Fund,Equity,-,22446900,,2054,-
